,missing_files
961,/srv/data/twitter_sentiment/2014/bert_sentiment_2014_5_27_16.csv.gz
962,/srv/data/twitter_sentiment/2014/bert_sentiment_2014_5_27_17.csv.gz
963,/srv/data/twitter_sentiment/2014/bert_sentiment_2014_5_27_18.csv.gz
964,/srv/data/twitter_sentiment/2014/bert_sentiment_2014_5_27_19.csv.gz
965,/srv/data/twitter_sentiment/2014/bert_sentiment_2014_5_27_20.csv.gz
966,/srv/data/twitter_sentiment/2014/bert_sentiment_2014_5_27_21.csv.gz
967,/srv/data/twitter_sentiment/2014/bert_sentiment_2014_5_27_22.csv.gz
968,/srv/data/twitter_sentiment/2014/bert_sentiment_2014_5_27_23.csv.gz
969,/srv/data/twitter_sentiment/2014/bert_sentiment_2014_5_28_00.csv.gz
970,/srv/data/twitter_sentiment/2014/bert_sentiment_2014_5_28_01.csv.gz
971,/srv/data/twitter_sentiment/2014/bert_sentiment_2014_5_28_02.csv.gz
972,/srv/data/twitter_sentiment/2014/bert_sentiment_2014_5_28_03.csv.gz
973,/srv/data/twitter_sentiment/2014/bert_sentiment_2014_5_28_04.csv.gz
974,/srv/data/twitter_sentiment/2014/bert_sentiment_2014_5_28_05.csv.gz
975,/srv/data/twitter_sentiment/2014/bert_sentiment_2014_5_28_06.csv.gz
976,/srv/data/twitter_sentiment/2014/bert_sentiment_2014_5_28_07.csv.gz
977,/srv/data/twitter_sentiment/2014/bert_sentiment_2014_5_28_08.csv.gz
978,/srv/data/twitter_sentiment/2014/bert_sentiment_2014_5_28_09.csv.gz
979,/srv/data/twitter_sentiment/2014/bert_sentiment_2014_5_28_10.csv.gz
980,/srv/data/twitter_sentiment/2014/bert_sentiment_2014_5_28_11.csv.gz
981,/srv/data/twitter_sentiment/2014/bert_sentiment_2014_5_28_12.csv.gz
982,/srv/data/twitter_sentiment/2014/bert_sentiment_2014_5_28_13.csv.gz
983,/srv/data/twitter_sentiment/2014/bert_sentiment_2014_5_28_14.csv.gz
984,/srv/data/twitter_sentiment/2014/bert_sentiment_2014_5_28_15.csv.gz
985,/srv/data/twitter_sentiment/2014/bert_sentiment_2014_5_28_16.csv.gz
986,/srv/data/twitter_sentiment/2014/bert_sentiment_2014_5_28_17.csv.gz
987,/srv/data/twitter_sentiment/2014/bert_sentiment_2014_5_28_18.csv.gz
988,/srv/data/twitter_sentiment/2014/bert_sentiment_2014_5_28_19.csv.gz
989,/srv/data/twitter_sentiment/2014/bert_sentiment_2014_5_28_20.csv.gz
990,/srv/data/twitter_sentiment/2014/bert_sentiment_2014_5_28_21.csv.gz
991,/srv/data/twitter_sentiment/2014/bert_sentiment_2014_5_28_22.csv.gz
992,/srv/data/twitter_sentiment/2014/bert_sentiment_2014_5_28_23.csv.gz
993,/srv/data/twitter_sentiment/2014/bert_sentiment_2014_5_29_00.csv.gz
994,/srv/data/twitter_sentiment/2014/bert_sentiment_2014_5_29_01.csv.gz
995,/srv/data/twitter_sentiment/2014/bert_sentiment_2014_5_29_02.csv.gz
996,/srv/data/twitter_sentiment/2014/bert_sentiment_2014_5_29_03.csv.gz
997,/srv/data/twitter_sentiment/2014/bert_sentiment_2014_5_29_04.csv.gz
998,/srv/data/twitter_sentiment/2014/bert_sentiment_2014_5_29_05.csv.gz
999,/srv/data/twitter_sentiment/2014/bert_sentiment_2014_5_29_06.csv.gz
1000,/srv/data/twitter_sentiment/2014/bert_sentiment_2014_5_29_07.csv.gz
1001,/srv/data/twitter_sentiment/2014/bert_sentiment_2014_5_29_08.csv.gz
1002,/srv/data/twitter_sentiment/2014/bert_sentiment_2014_5_29_09.csv.gz
1003,/srv/data/twitter_sentiment/2014/bert_sentiment_2014_5_29_10.csv.gz
1004,/srv/data/twitter_sentiment/2014/bert_sentiment_2014_5_29_11.csv.gz
1005,/srv/data/twitter_sentiment/2014/bert_sentiment_2014_5_29_12.csv.gz
1006,/srv/data/twitter_sentiment/2014/bert_sentiment_2014_5_29_13.csv.gz
1007,/srv/data/twitter_sentiment/2014/bert_sentiment_2014_5_29_14.csv.gz
1008,/srv/data/twitter_sentiment/2014/bert_sentiment_2014_5_29_15.csv.gz
1009,/srv/data/twitter_sentiment/2014/bert_sentiment_2014_5_29_16.csv.gz
1010,/srv/data/twitter_sentiment/2014/bert_sentiment_2014_5_29_17.csv.gz
1011,/srv/data/twitter_sentiment/2014/bert_sentiment_2014_5_29_18.csv.gz
1012,/srv/data/twitter_sentiment/2014/bert_sentiment_2014_5_29_19.csv.gz
1013,/srv/data/twitter_sentiment/2014/bert_sentiment_2014_5_29_20.csv.gz
1014,/srv/data/twitter_sentiment/2014/bert_sentiment_2014_5_29_21.csv.gz
1015,/srv/data/twitter_sentiment/2014/bert_sentiment_2014_5_29_22.csv.gz
1016,/srv/data/twitter_sentiment/2014/bert_sentiment_2014_5_29_23.csv.gz
1017,/srv/data/twitter_sentiment/2014/bert_sentiment_2014_5_30_00.csv.gz
1018,/srv/data/twitter_sentiment/2014/bert_sentiment_2014_5_30_01.csv.gz
1019,/srv/data/twitter_sentiment/2014/bert_sentiment_2014_5_30_02.csv.gz
1020,/srv/data/twitter_sentiment/2014/bert_sentiment_2014_5_30_03.csv.gz
1021,/srv/data/twitter_sentiment/2014/bert_sentiment_2014_5_30_04.csv.gz
1022,/srv/data/twitter_sentiment/2014/bert_sentiment_2014_5_30_05.csv.gz
1023,/srv/data/twitter_sentiment/2014/bert_sentiment_2014_5_30_06.csv.gz
1024,/srv/data/twitter_sentiment/2014/bert_sentiment_2014_5_30_07.csv.gz
1025,/srv/data/twitter_sentiment/2014/bert_sentiment_2014_5_30_08.csv.gz
1026,/srv/data/twitter_sentiment/2014/bert_sentiment_2014_5_30_09.csv.gz
1027,/srv/data/twitter_sentiment/2014/bert_sentiment_2014_5_30_10.csv.gz
1028,/srv/data/twitter_sentiment/2014/bert_sentiment_2014_5_30_11.csv.gz
1029,/srv/data/twitter_sentiment/2014/bert_sentiment_2014_5_30_12.csv.gz
1030,/srv/data/twitter_sentiment/2014/bert_sentiment_2014_5_30_13.csv.gz
1031,/srv/data/twitter_sentiment/2014/bert_sentiment_2014_5_30_14.csv.gz
1032,/srv/data/twitter_sentiment/2014/bert_sentiment_2014_5_30_15.csv.gz
1033,/srv/data/twitter_sentiment/2014/bert_sentiment_2014_5_30_16.csv.gz
1034,/srv/data/twitter_sentiment/2014/bert_sentiment_2014_5_30_17.csv.gz
1035,/srv/data/twitter_sentiment/2014/bert_sentiment_2014_5_30_18.csv.gz
1036,/srv/data/twitter_sentiment/2014/bert_sentiment_2014_5_30_19.csv.gz
1037,/srv/data/twitter_sentiment/2014/bert_sentiment_2014_5_30_20.csv.gz
1038,/srv/data/twitter_sentiment/2014/bert_sentiment_2014_5_30_21.csv.gz
1039,/srv/data/twitter_sentiment/2014/bert_sentiment_2014_5_30_22.csv.gz
1040,/srv/data/twitter_sentiment/2014/bert_sentiment_2014_5_30_23.csv.gz
1041,/srv/data/twitter_sentiment/2014/bert_sentiment_2014_5_31_00.csv.gz
1042,/srv/data/twitter_sentiment/2014/bert_sentiment_2014_5_31_01.csv.gz
1043,/srv/data/twitter_sentiment/2014/bert_sentiment_2014_5_31_02.csv.gz
1044,/srv/data/twitter_sentiment/2014/bert_sentiment_2014_5_31_03.csv.gz
1045,/srv/data/twitter_sentiment/2014/bert_sentiment_2014_5_31_04.csv.gz
1046,/srv/data/twitter_sentiment/2014/bert_sentiment_2014_5_31_05.csv.gz
1047,/srv/data/twitter_sentiment/2014/bert_sentiment_2014_5_31_06.csv.gz
1048,/srv/data/twitter_sentiment/2014/bert_sentiment_2014_5_31_07.csv.gz
1049,/srv/data/twitter_sentiment/2014/bert_sentiment_2014_5_31_08.csv.gz
1050,/srv/data/twitter_sentiment/2014/bert_sentiment_2014_5_31_09.csv.gz
1051,/srv/data/twitter_sentiment/2014/bert_sentiment_2014_5_31_10.csv.gz
1052,/srv/data/twitter_sentiment/2014/bert_sentiment_2014_5_31_11.csv.gz
1053,/srv/data/twitter_sentiment/2014/bert_sentiment_2014_5_31_12.csv.gz
1054,/srv/data/twitter_sentiment/2014/bert_sentiment_2014_5_31_13.csv.gz
1055,/srv/data/twitter_sentiment/2014/bert_sentiment_2014_5_31_14.csv.gz
1056,/srv/data/twitter_sentiment/2014/bert_sentiment_2014_5_31_15.csv.gz
1057,/srv/data/twitter_sentiment/2014/bert_sentiment_2014_5_31_16.csv.gz
1058,/srv/data/twitter_sentiment/2014/bert_sentiment_2014_5_31_17.csv.gz
1059,/srv/data/twitter_sentiment/2014/bert_sentiment_2014_5_31_18.csv.gz
1060,/srv/data/twitter_sentiment/2014/bert_sentiment_2014_5_31_19.csv.gz
1061,/srv/data/twitter_sentiment/2014/bert_sentiment_2014_5_31_20.csv.gz
1062,/srv/data/twitter_sentiment/2014/bert_sentiment_2014_5_31_21.csv.gz
1063,/srv/data/twitter_sentiment/2014/bert_sentiment_2014_5_31_22.csv.gz
1064,/srv/data/twitter_sentiment/2014/bert_sentiment_2014_5_31_23.csv.gz
1065,/srv/data/twitter_sentiment/2014/bert_sentiment_2014_6_01_00.csv.gz
1066,/srv/data/twitter_sentiment/2014/bert_sentiment_2014_6_01_01.csv.gz
1067,/srv/data/twitter_sentiment/2014/bert_sentiment_2014_6_01_02.csv.gz
1068,/srv/data/twitter_sentiment/2014/bert_sentiment_2014_6_01_03.csv.gz
1069,/srv/data/twitter_sentiment/2014/bert_sentiment_2014_6_01_04.csv.gz
1070,/srv/data/twitter_sentiment/2014/bert_sentiment_2014_6_01_05.csv.gz
1071,/srv/data/twitter_sentiment/2014/bert_sentiment_2014_6_01_06.csv.gz
1072,/srv/data/twitter_sentiment/2014/bert_sentiment_2014_6_01_07.csv.gz
1073,/srv/data/twitter_sentiment/2014/bert_sentiment_2014_6_01_08.csv.gz
1074,/srv/data/twitter_sentiment/2014/bert_sentiment_2014_6_01_09.csv.gz
1075,/srv/data/twitter_sentiment/2014/bert_sentiment_2014_6_01_10.csv.gz
1076,/srv/data/twitter_sentiment/2014/bert_sentiment_2014_6_01_11.csv.gz
1077,/srv/data/twitter_sentiment/2014/bert_sentiment_2014_6_01_12.csv.gz
1078,/srv/data/twitter_sentiment/2014/bert_sentiment_2014_6_01_13.csv.gz
1079,/srv/data/twitter_sentiment/2014/bert_sentiment_2014_6_01_14.csv.gz
1080,/srv/data/twitter_sentiment/2014/bert_sentiment_2014_6_01_15.csv.gz
1081,/srv/data/twitter_sentiment/2014/bert_sentiment_2014_6_01_16.csv.gz
1082,/srv/data/twitter_sentiment/2014/bert_sentiment_2014_6_01_17.csv.gz
1083,/srv/data/twitter_sentiment/2014/bert_sentiment_2014_6_01_18.csv.gz
1084,/srv/data/twitter_sentiment/2014/bert_sentiment_2014_6_01_19.csv.gz
1085,/srv/data/twitter_sentiment/2014/bert_sentiment_2014_6_01_20.csv.gz
1086,/srv/data/twitter_sentiment/2014/bert_sentiment_2014_6_01_21.csv.gz
1087,/srv/data/twitter_sentiment/2014/bert_sentiment_2014_6_01_22.csv.gz
1088,/srv/data/twitter_sentiment/2014/bert_sentiment_2014_6_01_23.csv.gz
1089,/srv/data/twitter_sentiment/2014/bert_sentiment_2014_6_02_00.csv.gz
1090,/srv/data/twitter_sentiment/2014/bert_sentiment_2014_6_02_01.csv.gz
1091,/srv/data/twitter_sentiment/2014/bert_sentiment_2014_6_02_02.csv.gz
1092,/srv/data/twitter_sentiment/2014/bert_sentiment_2014_6_02_03.csv.gz
1093,/srv/data/twitter_sentiment/2014/bert_sentiment_2014_6_02_04.csv.gz
1094,/srv/data/twitter_sentiment/2014/bert_sentiment_2014_6_02_05.csv.gz
1095,/srv/data/twitter_sentiment/2014/bert_sentiment_2014_6_02_06.csv.gz
1096,/srv/data/twitter_sentiment/2014/bert_sentiment_2014_6_02_07.csv.gz
1097,/srv/data/twitter_sentiment/2014/bert_sentiment_2014_6_02_08.csv.gz
1098,/srv/data/twitter_sentiment/2014/bert_sentiment_2014_6_02_09.csv.gz
1099,/srv/data/twitter_sentiment/2014/bert_sentiment_2014_6_02_10.csv.gz
1100,/srv/data/twitter_sentiment/2014/bert_sentiment_2014_6_02_11.csv.gz
1101,/srv/data/twitter_sentiment/2014/bert_sentiment_2014_6_02_12.csv.gz
1102,/srv/data/twitter_sentiment/2014/bert_sentiment_2014_6_02_13.csv.gz
1103,/srv/data/twitter_sentiment/2014/bert_sentiment_2014_6_02_14.csv.gz
1104,/srv/data/twitter_sentiment/2014/bert_sentiment_2014_6_02_15.csv.gz
1105,/srv/data/twitter_sentiment/2014/bert_sentiment_2014_6_02_16.csv.gz
1106,/srv/data/twitter_sentiment/2014/bert_sentiment_2014_6_02_17.csv.gz
1107,/srv/data/twitter_sentiment/2014/bert_sentiment_2014_6_02_18.csv.gz
1108,/srv/data/twitter_sentiment/2014/bert_sentiment_2014_6_02_19.csv.gz
1109,/srv/data/twitter_sentiment/2014/bert_sentiment_2014_6_02_20.csv.gz
1110,/srv/data/twitter_sentiment/2014/bert_sentiment_2014_6_02_21.csv.gz
1111,/srv/data/twitter_sentiment/2014/bert_sentiment_2014_6_02_22.csv.gz
1112,/srv/data/twitter_sentiment/2014/bert_sentiment_2014_6_02_23.csv.gz
1113,/srv/data/twitter_sentiment/2014/bert_sentiment_2014_6_03_00.csv.gz
1114,/srv/data/twitter_sentiment/2014/bert_sentiment_2014_6_03_01.csv.gz
1115,/srv/data/twitter_sentiment/2014/bert_sentiment_2014_6_03_02.csv.gz
1116,/srv/data/twitter_sentiment/2014/bert_sentiment_2014_6_03_03.csv.gz
1117,/srv/data/twitter_sentiment/2014/bert_sentiment_2014_6_03_04.csv.gz
1118,/srv/data/twitter_sentiment/2014/bert_sentiment_2014_6_03_05.csv.gz
1119,/srv/data/twitter_sentiment/2014/bert_sentiment_2014_6_03_06.csv.gz
1120,/srv/data/twitter_sentiment/2014/bert_sentiment_2014_6_03_07.csv.gz
1121,/srv/data/twitter_sentiment/2014/bert_sentiment_2014_6_03_08.csv.gz
1122,/srv/data/twitter_sentiment/2014/bert_sentiment_2014_6_03_09.csv.gz
1123,/srv/data/twitter_sentiment/2014/bert_sentiment_2014_6_03_10.csv.gz
1124,/srv/data/twitter_sentiment/2014/bert_sentiment_2014_6_03_11.csv.gz
1125,/srv/data/twitter_sentiment/2014/bert_sentiment_2014_6_03_12.csv.gz
1126,/srv/data/twitter_sentiment/2014/bert_sentiment_2014_6_03_13.csv.gz
1127,/srv/data/twitter_sentiment/2014/bert_sentiment_2014_6_03_14.csv.gz
1128,/srv/data/twitter_sentiment/2014/bert_sentiment_2014_6_03_15.csv.gz
1129,/srv/data/twitter_sentiment/2014/bert_sentiment_2014_6_03_16.csv.gz
1130,/srv/data/twitter_sentiment/2014/bert_sentiment_2014_6_03_17.csv.gz
1131,/srv/data/twitter_sentiment/2014/bert_sentiment_2014_6_03_18.csv.gz
1132,/srv/data/twitter_sentiment/2014/bert_sentiment_2014_6_03_19.csv.gz
1133,/srv/data/twitter_sentiment/2014/bert_sentiment_2014_6_03_20.csv.gz
1134,/srv/data/twitter_sentiment/2014/bert_sentiment_2014_6_03_21.csv.gz
1135,/srv/data/twitter_sentiment/2014/bert_sentiment_2014_6_03_22.csv.gz
1136,/srv/data/twitter_sentiment/2014/bert_sentiment_2014_6_03_23.csv.gz
1137,/srv/data/twitter_sentiment/2014/bert_sentiment_2014_6_04_00.csv.gz
1138,/srv/data/twitter_sentiment/2014/bert_sentiment_2014_6_04_01.csv.gz
1139,/srv/data/twitter_sentiment/2014/bert_sentiment_2014_6_04_02.csv.gz
1140,/srv/data/twitter_sentiment/2014/bert_sentiment_2014_6_04_03.csv.gz
1141,/srv/data/twitter_sentiment/2014/bert_sentiment_2014_6_04_04.csv.gz
1142,/srv/data/twitter_sentiment/2014/bert_sentiment_2014_6_04_05.csv.gz
1143,/srv/data/twitter_sentiment/2014/bert_sentiment_2014_6_04_06.csv.gz
1144,/srv/data/twitter_sentiment/2014/bert_sentiment_2014_6_04_07.csv.gz
1145,/srv/data/twitter_sentiment/2014/bert_sentiment_2014_6_04_08.csv.gz
1146,/srv/data/twitter_sentiment/2014/bert_sentiment_2014_6_04_09.csv.gz
1147,/srv/data/twitter_sentiment/2014/bert_sentiment_2014_6_04_10.csv.gz
1148,/srv/data/twitter_sentiment/2014/bert_sentiment_2014_6_04_11.csv.gz
1149,/srv/data/twitter_sentiment/2014/bert_sentiment_2014_6_04_12.csv.gz
1150,/srv/data/twitter_sentiment/2014/bert_sentiment_2014_6_04_13.csv.gz
1151,/srv/data/twitter_sentiment/2014/bert_sentiment_2014_6_04_14.csv.gz
1152,/srv/data/twitter_sentiment/2014/bert_sentiment_2014_6_04_15.csv.gz
1153,/srv/data/twitter_sentiment/2014/bert_sentiment_2014_6_04_16.csv.gz
1154,/srv/data/twitter_sentiment/2014/bert_sentiment_2014_6_04_17.csv.gz
1155,/srv/data/twitter_sentiment/2014/bert_sentiment_2014_6_04_18.csv.gz
1156,/srv/data/twitter_sentiment/2014/bert_sentiment_2014_6_04_19.csv.gz
1157,/srv/data/twitter_sentiment/2014/bert_sentiment_2014_6_04_20.csv.gz
1158,/srv/data/twitter_sentiment/2014/bert_sentiment_2014_6_04_21.csv.gz
1159,/srv/data/twitter_sentiment/2014/bert_sentiment_2014_6_04_22.csv.gz
1160,/srv/data/twitter_sentiment/2014/bert_sentiment_2014_6_04_23.csv.gz
1161,/srv/data/twitter_sentiment/2014/bert_sentiment_2014_6_05_00.csv.gz
1162,/srv/data/twitter_sentiment/2014/bert_sentiment_2014_6_05_01.csv.gz
1163,/srv/data/twitter_sentiment/2014/bert_sentiment_2014_6_05_02.csv.gz
1164,/srv/data/twitter_sentiment/2014/bert_sentiment_2014_6_05_03.csv.gz
1165,/srv/data/twitter_sentiment/2014/bert_sentiment_2014_6_05_04.csv.gz
1166,/srv/data/twitter_sentiment/2014/bert_sentiment_2014_6_05_05.csv.gz
1167,/srv/data/twitter_sentiment/2014/bert_sentiment_2014_6_05_06.csv.gz
1168,/srv/data/twitter_sentiment/2014/bert_sentiment_2014_6_05_07.csv.gz
1169,/srv/data/twitter_sentiment/2014/bert_sentiment_2014_6_05_08.csv.gz
1170,/srv/data/twitter_sentiment/2014/bert_sentiment_2014_6_05_09.csv.gz
1171,/srv/data/twitter_sentiment/2014/bert_sentiment_2014_6_05_10.csv.gz
1172,/srv/data/twitter_sentiment/2014/bert_sentiment_2014_6_05_11.csv.gz
1173,/srv/data/twitter_sentiment/2014/bert_sentiment_2014_6_05_12.csv.gz
1174,/srv/data/twitter_sentiment/2014/bert_sentiment_2014_6_05_13.csv.gz
1175,/srv/data/twitter_sentiment/2014/bert_sentiment_2014_6_05_14.csv.gz
1176,/srv/data/twitter_sentiment/2014/bert_sentiment_2014_6_05_15.csv.gz
1177,/srv/data/twitter_sentiment/2014/bert_sentiment_2014_6_05_16.csv.gz
1178,/srv/data/twitter_sentiment/2014/bert_sentiment_2014_6_05_17.csv.gz
1179,/srv/data/twitter_sentiment/2014/bert_sentiment_2014_6_05_18.csv.gz
1180,/srv/data/twitter_sentiment/2014/bert_sentiment_2014_6_05_19.csv.gz
1181,/srv/data/twitter_sentiment/2014/bert_sentiment_2014_6_05_20.csv.gz
1182,/srv/data/twitter_sentiment/2014/bert_sentiment_2014_6_05_21.csv.gz
1183,/srv/data/twitter_sentiment/2014/bert_sentiment_2014_6_05_22.csv.gz
1184,/srv/data/twitter_sentiment/2014/bert_sentiment_2014_6_05_23.csv.gz
1185,/srv/data/twitter_sentiment/2014/bert_sentiment_2014_6_06_00.csv.gz
1186,/srv/data/twitter_sentiment/2014/bert_sentiment_2014_6_06_01.csv.gz
1187,/srv/data/twitter_sentiment/2014/bert_sentiment_2014_6_06_02.csv.gz
1188,/srv/data/twitter_sentiment/2014/bert_sentiment_2014_6_06_03.csv.gz
1189,/srv/data/twitter_sentiment/2014/bert_sentiment_2014_6_06_04.csv.gz
1190,/srv/data/twitter_sentiment/2014/bert_sentiment_2014_6_06_05.csv.gz
1191,/srv/data/twitter_sentiment/2014/bert_sentiment_2014_6_06_06.csv.gz
1192,/srv/data/twitter_sentiment/2014/bert_sentiment_2014_6_06_07.csv.gz
1193,/srv/data/twitter_sentiment/2014/bert_sentiment_2014_6_06_08.csv.gz
1194,/srv/data/twitter_sentiment/2014/bert_sentiment_2014_6_06_09.csv.gz
1195,/srv/data/twitter_sentiment/2014/bert_sentiment_2014_6_06_10.csv.gz
1196,/srv/data/twitter_sentiment/2014/bert_sentiment_2014_6_06_11.csv.gz
1197,/srv/data/twitter_sentiment/2014/bert_sentiment_2014_6_06_12.csv.gz
1198,/srv/data/twitter_sentiment/2014/bert_sentiment_2014_6_06_13.csv.gz
1199,/srv/data/twitter_sentiment/2014/bert_sentiment_2014_6_06_14.csv.gz
1200,/srv/data/twitter_sentiment/2014/bert_sentiment_2014_6_06_15.csv.gz
1201,/srv/data/twitter_sentiment/2014/bert_sentiment_2014_6_06_16.csv.gz
1202,/srv/data/twitter_sentiment/2014/bert_sentiment_2014_6_06_17.csv.gz
1203,/srv/data/twitter_sentiment/2014/bert_sentiment_2014_6_06_18.csv.gz
1204,/srv/data/twitter_sentiment/2014/bert_sentiment_2014_6_06_19.csv.gz
1205,/srv/data/twitter_sentiment/2014/bert_sentiment_2014_6_06_20.csv.gz
1206,/srv/data/twitter_sentiment/2014/bert_sentiment_2014_6_06_21.csv.gz
1207,/srv/data/twitter_sentiment/2014/bert_sentiment_2014_6_06_22.csv.gz
1208,/srv/data/twitter_sentiment/2014/bert_sentiment_2014_6_06_23.csv.gz
1209,/srv/data/twitter_sentiment/2014/bert_sentiment_2014_6_07_00.csv.gz
1210,/srv/data/twitter_sentiment/2014/bert_sentiment_2014_6_07_01.csv.gz
1211,/srv/data/twitter_sentiment/2014/bert_sentiment_2014_6_07_02.csv.gz
1212,/srv/data/twitter_sentiment/2014/bert_sentiment_2014_6_07_03.csv.gz
1213,/srv/data/twitter_sentiment/2014/bert_sentiment_2014_6_07_04.csv.gz
1214,/srv/data/twitter_sentiment/2014/bert_sentiment_2014_6_07_05.csv.gz
1215,/srv/data/twitter_sentiment/2014/bert_sentiment_2014_6_07_06.csv.gz
1216,/srv/data/twitter_sentiment/2014/bert_sentiment_2014_6_07_07.csv.gz
1217,/srv/data/twitter_sentiment/2014/bert_sentiment_2014_6_07_08.csv.gz
1218,/srv/data/twitter_sentiment/2014/bert_sentiment_2014_6_07_09.csv.gz
1219,/srv/data/twitter_sentiment/2014/bert_sentiment_2014_6_07_10.csv.gz
1220,/srv/data/twitter_sentiment/2014/bert_sentiment_2014_6_07_11.csv.gz
1221,/srv/data/twitter_sentiment/2014/bert_sentiment_2014_6_07_12.csv.gz
1222,/srv/data/twitter_sentiment/2014/bert_sentiment_2014_6_07_13.csv.gz
1223,/srv/data/twitter_sentiment/2014/bert_sentiment_2014_6_07_14.csv.gz
1224,/srv/data/twitter_sentiment/2014/bert_sentiment_2014_6_07_15.csv.gz
1225,/srv/data/twitter_sentiment/2014/bert_sentiment_2014_6_07_16.csv.gz
1226,/srv/data/twitter_sentiment/2014/bert_sentiment_2014_6_07_17.csv.gz
1227,/srv/data/twitter_sentiment/2014/bert_sentiment_2014_6_07_18.csv.gz
1228,/srv/data/twitter_sentiment/2014/bert_sentiment_2014_6_07_19.csv.gz
1229,/srv/data/twitter_sentiment/2014/bert_sentiment_2014_6_07_20.csv.gz
1230,/srv/data/twitter_sentiment/2014/bert_sentiment_2014_6_07_21.csv.gz
1231,/srv/data/twitter_sentiment/2014/bert_sentiment_2014_6_07_22.csv.gz
1232,/srv/data/twitter_sentiment/2014/bert_sentiment_2014_6_07_23.csv.gz
1233,/srv/data/twitter_sentiment/2014/bert_sentiment_2014_6_08_00.csv.gz
1234,/srv/data/twitter_sentiment/2014/bert_sentiment_2014_6_08_01.csv.gz
1235,/srv/data/twitter_sentiment/2014/bert_sentiment_2014_6_08_02.csv.gz
1236,/srv/data/twitter_sentiment/2014/bert_sentiment_2014_6_08_03.csv.gz
1237,/srv/data/twitter_sentiment/2014/bert_sentiment_2014_6_08_04.csv.gz
1238,/srv/data/twitter_sentiment/2014/bert_sentiment_2014_6_08_05.csv.gz
1239,/srv/data/twitter_sentiment/2014/bert_sentiment_2014_6_08_06.csv.gz
1240,/srv/data/twitter_sentiment/2014/bert_sentiment_2014_6_08_07.csv.gz
1241,/srv/data/twitter_sentiment/2014/bert_sentiment_2014_6_08_08.csv.gz
1242,/srv/data/twitter_sentiment/2014/bert_sentiment_2014_6_08_09.csv.gz
1243,/srv/data/twitter_sentiment/2014/bert_sentiment_2014_6_08_10.csv.gz
1244,/srv/data/twitter_sentiment/2014/bert_sentiment_2014_6_08_11.csv.gz
1245,/srv/data/twitter_sentiment/2014/bert_sentiment_2014_6_08_12.csv.gz
1246,/srv/data/twitter_sentiment/2014/bert_sentiment_2014_6_08_13.csv.gz
1247,/srv/data/twitter_sentiment/2014/bert_sentiment_2014_6_08_14.csv.gz
1248,/srv/data/twitter_sentiment/2014/bert_sentiment_2014_6_08_15.csv.gz
1249,/srv/data/twitter_sentiment/2014/bert_sentiment_2014_6_08_16.csv.gz
1250,/srv/data/twitter_sentiment/2014/bert_sentiment_2014_6_08_17.csv.gz
1251,/srv/data/twitter_sentiment/2014/bert_sentiment_2014_6_08_18.csv.gz
1252,/srv/data/twitter_sentiment/2014/bert_sentiment_2014_6_08_19.csv.gz
1253,/srv/data/twitter_sentiment/2014/bert_sentiment_2014_6_08_20.csv.gz
1254,/srv/data/twitter_sentiment/2014/bert_sentiment_2014_6_08_21.csv.gz
1255,/srv/data/twitter_sentiment/2014/bert_sentiment_2014_6_08_22.csv.gz
1256,/srv/data/twitter_sentiment/2014/bert_sentiment_2014_6_08_23.csv.gz
1257,/srv/data/twitter_sentiment/2014/bert_sentiment_2014_6_09_00.csv.gz
1258,/srv/data/twitter_sentiment/2014/bert_sentiment_2014_6_09_01.csv.gz
1259,/srv/data/twitter_sentiment/2014/bert_sentiment_2014_6_09_02.csv.gz
1260,/srv/data/twitter_sentiment/2014/bert_sentiment_2014_6_09_03.csv.gz
1261,/srv/data/twitter_sentiment/2014/bert_sentiment_2014_6_09_04.csv.gz
1262,/srv/data/twitter_sentiment/2014/bert_sentiment_2014_6_09_05.csv.gz
1263,/srv/data/twitter_sentiment/2014/bert_sentiment_2014_6_09_06.csv.gz
1264,/srv/data/twitter_sentiment/2014/bert_sentiment_2014_6_09_07.csv.gz
1265,/srv/data/twitter_sentiment/2014/bert_sentiment_2014_6_09_08.csv.gz
1266,/srv/data/twitter_sentiment/2014/bert_sentiment_2014_6_09_09.csv.gz
1267,/srv/data/twitter_sentiment/2014/bert_sentiment_2014_6_09_10.csv.gz
1268,/srv/data/twitter_sentiment/2014/bert_sentiment_2014_6_09_11.csv.gz
1269,/srv/data/twitter_sentiment/2014/bert_sentiment_2014_6_09_12.csv.gz
1270,/srv/data/twitter_sentiment/2014/bert_sentiment_2014_6_09_13.csv.gz
1271,/srv/data/twitter_sentiment/2014/bert_sentiment_2014_6_09_14.csv.gz
1272,/srv/data/twitter_sentiment/2014/bert_sentiment_2014_6_09_15.csv.gz
1273,/srv/data/twitter_sentiment/2014/bert_sentiment_2014_6_09_16.csv.gz
1274,/srv/data/twitter_sentiment/2014/bert_sentiment_2014_6_09_17.csv.gz
1275,/srv/data/twitter_sentiment/2014/bert_sentiment_2014_6_09_18.csv.gz
1276,/srv/data/twitter_sentiment/2014/bert_sentiment_2014_6_09_19.csv.gz
1277,/srv/data/twitter_sentiment/2014/bert_sentiment_2014_6_09_20.csv.gz
1278,/srv/data/twitter_sentiment/2014/bert_sentiment_2014_6_09_21.csv.gz
